topic,rank,doc_snippet
40,3,titus androni cus fauours election day thankes deeds requite titus aduance honorable familie lauinia romes royall hart sacred pathan andronicus motion worthy lord match hold highly honoured grace heere fight rome saturnine king commander common weale wide worlds emperour sword chariot worthy romes imperiall lord receiue tribute honours humbled feete thankes noble titus father life proud gifts rome record forget romans forget fealtie madam emperour honour state nobly followers goodly lady hue new cleere faire queene cloudy countenance chance warre wrought change cheere com rome princely euery w
41,1,andrew wouldthou draw agen draw agen faire lady fooles hand hand heeres hand thought free pray bring hand buttry barre drinke wherefore heart s meta phor s dry keepe hand dry s dry fingers ends hand barren o knight lack cup canarie downe life ca narie downe thinkes wit ordinary s great eater beefe beleeue does harme wit thought ride home morrow toby pur quoy deere knight purquoy time tongues fencing dancing beare bayting o followed arts excellent head haire mended haire coole nature becoms wel excellent hangs flax hope legs faith home morrow toby niece s l count hard wooes l o count l match ab
41,2,wrangling pedant heauenly harmony leaue prerogatiue houre lecture h aue read farre ordain d mind paine leaue read harmony sirra beare braues gentlemen double wrong choice breeching tied houres pointed times learne cut heere downe play whiles lecture ere tun d leaue lecture tune tune left heere madam hic ibat simois hic telus hic priami regia hic ibat simois lucentio hic vincentio sigeria tellus loue hic lucentio comes wooing priami tranio regia bearing port beguile old pantalowne madam s tune s heare fie treble iarres spit hole tune againe hic ibat hic tellus hic priami heede heare regia paire
41,3,lord armour tentto night starres sunnes starres lord fall morrow hope sky want beare twere honor away eu n beares trot bragges ted able loade day trot morrow mile way paued faces feare fac t way morning faine eares hazard twentie hazard ere mid night arme dolphin longs morning longs eate eate kills white hand lady s gal lant prince sweare foot tread oath actiue gentleman france doing actiuitie doing harme heard morrow keepe valiant knowes better s car d knew needes hidden vertue faith body lacquey hooded valour appeares bate ill cap prouerbe flatterie deuill plac t friend deuill eye prouerbe p
42,1,believe ominous noble julius fourerich triumphs held rome d magnificence build temple venus derive pedigree temple image fair cleopatraes figure place queen love lord antonius true cyprus fair venus twas d noble canidius wine health cyprian queen drink canidius thank round ftiends thought bound brave canidius happy company fit cyprian queen cleopatra fancies kingdome higher amorous paphos mountains flowery meads fields love ore windes blow aire yield breath cleopatra reignes cyprian queen amorous language grown times fear minutius require rougher language heare news rome long ago enforc d cleo
42,2,doubts better hope mixt killing fear thoughts black nd balefull attire fear chiding certain antidote anger love afflicts doubting love prove fained true apppear s old ignorant actions words looks heart lie open view dwels brow look dalliance pardon powerfull god love tempt deitie forgive confidence antonius heart vertuous livia fair hail mighty prince high gods dio plutarch reft d cleopatra s victory takes nought till grant queen freely beg boon nere deni d enemies deny kill liv d yeers long dy d dio great worthy renowmed murther d romes capitoll surviving liv d inherit dio empire controll wor
42,3,antonius d fear d prevail d fleet wanting admirall fle d yielded land s wonder s antonius amazement heare flight nere return d campe conduct canidius captains nineteen legions unfought hope recover d remayn d encamped oft ollicited revolt kept yielding canidius n hope antony s return untill anidius fearing minds plutarch nd s anger fled away night yielded time s arriv d aegypt view town heart noble pinnarius exeunt ntonius cleopatra s fled alexandria certain d queen cunningly dio fearing excluded kingdome fain d victorious landing aegypt triumphant crown d laurell deceive credulous people ente
43,1,mynde true alas fynde thoughe t hey written wordes sonne forgotten stande therfore kneele longer wordes recyte father father remembred beleue forget maryed payne trouble therby proofe tryed alas experyenced wife wed poore creple mone weakly beynge thwacked bone bodye stone mynde maundement daye hyther fulfylled bytterly woulde god houre maryed church fynked thynke ther vnder sonne earth beareth drudgerye vnkynde wordes wyfe howe daye declare true neyghbours reporte ether whyles wyfe gentle exhorte glad abyde laboure wherby doloure wherfore father humblye pitye els lye myre houre peny helpe gre
43,2,muche maner ruled therfore y et nothynge trybulation behinde mynge alas father wyttes wherof lyuynge wherfore gentle father somewhat heuynes taken wyfe father dwell alwayes agayne wyfe durynge alas able endure thoughe therunto wyllynge wyfe crooked nature woman els daye lyuynge verye trueth euyll onely leade learne griefe mone socrates xantippa wyfe ofte tawnted checked booke mocked socrates wyfe knowe alas euermore scolders beareth bell brawleth tonge fyghteth apace olde witch thoughe yonge mirth ioye sonne father wherfore helpe owne fooly wyfe longer
43,3,wyfe wyllthyther hye cullyon o howe vnhappye eke vnfortunate parte maryed mennes condytion woulde death bene agate mother arynge lamentation whyther turne carefull vnder skye flamynge fyre burne extreme payne lyue heauylye wyfte wyfe wed o wyfe clothes cleane whyte lylly ueyne thefe caytyfe place fayre geare gys alas alas quyte dead wyfe pytyfully broken head perceyue ryme awaye countrey looke therfore days tyll home agayne returned hede retayne doore hyther agayne wylte rewarded therfore fiende wyfe iourney ill praye god almighty earth beare weede althoughe gentelman borne auncetours blood we
44,1,siluia heard sad t ale grieue woman borne nature exposd mercie vnconstant men saide palaemon ende said deepe vowes ioy griefe senses loose witnes gentle tree vnder shade sate witnes euer mayde assurances othes beare witnes deede thousand barkes incaru d vnderwrote vowes remaine long beare bowes cloris learne lesson head pittie pittie cause confusion pittie vndone thousands gentle natures sexe pittie sworne seruant loue sure euer begin way lets maister assurance fraud suspect cause ah cloris cloris cause beheld wrong woods heard courting nisa protest deepe wicked t eachery pray siluia colax rep
44,2,heare historie distresse whatpart shar d sad affliction soone miserie vnlesse compar d arcadia hills plaines holts woods euery christall spring testifie teares flames cleene heart cleere faith palaemon loued siluia long consum d griefe dri d care euen poynt sacrifice life cruelty lo yeelds content euer gaue m assurance vnderneath hand sign d faithfull vow conceiu d witnessed louely kisse thought sure attaine d blisse aye gote got siluia palaemon pray o mirtillus runne hollow caue burst die darknes horrour vnfold shamefull staine owne infamie abrode impudence willbe trumpet owne disgrace wide o
44,3,trust men ortake compassion grieue o cloris chearish relieue frozen snake heat warmd sting heart recompence maruaile tho satyre shund liue perceiu d breath blow heat cold euer thought palaemons othes prou d false iudgd face promisd faith honestie bene visor treacherie t possible palemon b vntrue possible palaemon vntrue deare siluia saist truth trust men protest saw face promisd better heart faile faith consta t o cloris long earnest suite sought loue vows vsd othes teares shewes constancie prooue admire againe lou d heart stood meanes vrged shew affection heard finde men cunning regard thing 
45,1,pr y run hun andtell hun captaine lodg d red lyon paddington s inne aske vor captaine thum s paines long hi againe looke mrs bride prethee puppy puppy sweet mrs bride againe device wench chanon brave pate owne pate right monger y vaith plot follow captaine thum s wee rob d saint iohn s wood tother laugh fine fooles finger o pricking captaine thum s neighbours tile owne kill leap hanging talke bride ale bride ale broke nick bride owne young squire taske gen woman wrong right s true proper woman away clowne pipe clay thinkes friends nature hem s better fortune comming deject voole s owne light p
45,2,neighbour turfe patience daughter monies money daughter daughter money madam wonder comes thing affaires bramble met maiden fields chance squires company lighted intercepted comming hither father miles metaphore preambles clarke hindred paid fine mr young warrant new purs yvant d morning squire quite tale beleev d awdrey way pol marten journey towne iohn clay hidden barne huy iohn clay age n cock hoope daughter money iohn clay pay looke john vaith night morning ene vull pipers bag joy great gun carnation day weepe lions teares iohn viftie pounds ventur d pay run burroughs faith ene hang d eart
45,3,v ore london bridge doubt zee iohn clay zonne valentine bride groome zeene valentine bride iohn clay che lighted yard puppy legges o wedding day zonne right originous clay clay o kilborne bootes o day zure zonne iohn charges mun dance o day zure dance boots got coloured hem zave charges new doublet points long commander foure tile kils captaine captaine kilborne clay hat turn d o leere leape daughter ere night new turfe old looke wenches vound parzent van bayes vill bow pot trim head vore wee bride laces points zee daughter valiant prove mary anbry zaid d squire tub totten court rings t tale t
46,1,lorenzo salerio welcome hether youth new heere power bid welcome leaue bid verie friends countrimen sweet portia welco lord intirely welcome thanke honor lord heere meeting salerio way intreate lord signior anthonio commends ere ope letter pray friend lord minde wel minde letter cheere yond bid welcom hand salerio s newes venice royal merchant anthonio vvil glad won fleece vvon fleece contents yond paper colour cheeke deere friend dead world turne leaue halfe freely halfe thing paper brings o portia heere words euer blotted paper gentle ladie impart loue freely wealth ran vaines gentleman true
46,2,doththat royall merchant anthonio glad won fleece won fleece contents yon paper colour cheeke deare friend dead world turne leaue halfe freely halfe thing paper brings o portia heere words euer blotted paper gentle lady impart loue freely wealth ran veines gentleman true deere lady rating braggart ingag d deere friend ingag d friend meere enemy feed meanes heer s letter lady paper body friend euery word gaping wound life blood true salerio ventures faild hit tripolis mexico england lisbon barbary india dreadfull touch merchant marring rocks lord appeare money iew creature beare keene greedy co
46,3,lord signior anthonio commends ere ope letter pray friend lord mind mind letter cheere yond bid welcom hand salerio s newes venice royall merchant anthonio glad wone fleece won fleece contents yond paper colour cheeke deere friend dead world turne leaue halfe freely halfe thing paper brings o portia heere words euer blotted paper gentle lady impart loue freely wealth ranne vaines gentleman true deere lady rating braggart indeede ingag d deere friend ingag d friend meere enemie feede meanes heere letter lady paper body friend euery word gaping wound life blood true salerio ventures faild hit tr
47,1,s hake length pious fellowes world workes workes liue tombe rent time stratford moniment aliue view booke marble fade looke ages loath s new prodegie shake eu ry line reuiue redeeme cankring age wit fraught booke inuade e beleeue dead bankrout stage l new t iuliet romeo till j heare scene nobly half sword parlying romans till till volumes feeling shake dye crown d lawrell liue eternally vvee wondred shake went worlds stage graues tyring roome wee thought dead printed worth tels spectators went forth enter actors dye liue acte s exit mortalitie entrance plaudite p roceed solinus procure fall do
47,2,s hake length pious fellowes world workes workes liue tombe rent time stratford moniment aliue view booke marble fade looke ages loath s new prodegie shake eu ry line reuiue redeeme cankring age wit fraught booke inuade e beleeue dead bankrout stage l new t iuliet romeo till j heare scene nobly half sword parlying romans till till volumes feeling shake dye crown d lawrell liue eternally vvee wondred shake went worlds stage graues tyring roome wee thought dead printed worth tels spectators went forth enter actors dye liue acte s exit mortalitie entrance plaudite n euer vnkindly iago y e l heare
47,3,s hake length pious fellowes world workes workes liue tombe rent time stratford moniment aliue view booke marble fade looke ages loath s new prodegie shake eu ry line reuiue redeeme cankring age wit fraught booke inuade e beleeue dead bankrout stage l new t iuliet romeo till j heare scene nobly half sword parlying romans till till volumes feeling shake dye crown d lawrell liue eternally vvee wondred shake went worlds stage graues tyring roome wee thought dead printed worth tels spectators went forth enter actors dye liue acte s exit mortalitie entrance plaudite s high imperiall charge depart f
48,1,tak e place hodge enter wone yeelde himselfe ante quiet earle yeeld himselfe disposed monie promised himselfe businesse lies mantua safe conduct thether conduct mantua port safe deliuered presently exit cromwell bedford draw curtaines earle o writing stand apart fellow william beene went smith write lord present writing polonyan casiges commend lordship raphe roger bridget doritie youth putnay sure names english noblemen speciall friends writes stay adresse himselfe sing sings song lord glad frolick blithe beleeue noble lord youde change merrie vaine sudden sorrow change merrie vaine bononian 
48,2,bononians deadlie strife lord loue honour mantua port safe dispite alltheir force tut talkest thinges impossible dost round beset possible escape force pollicie apparell hodge weare states saw face watch word desire safe passe mantua businesse lies honor deuise o wondrous venter hodge o noble lord accorde thing agree set free fortune lets change apparrell straight hodge chance warrant fit sute exit earle hodge heauens graunt pollicie successe earle safelie scape away greeues simple wretch feare offer violence euils best shun greatest better liues thrall noble earle fall stubborne harts relent 
48,3,lies ma ntua conduct thether conduct mantua port deliuered draw curtaines earle o writing apart fellow william beene went smith write lord writing mong polonyan commend raphe roger bridget doritie al youth putu y sure names noblemen friends writes lord glad frolick blithe beleeue noble lord knew youde change merry vaine change merry vaine bononian lord defie neere honor lord turne blacke bononian floure gibe beare pot noble earle lord pardy meanes trumpets states mantua mantua men bononia noble earle bedford towne mantua willes deceiued expectation els states mantua vowed recall truce forth to
49,1,seruant king dauids court bringeth cusay prophet spake lord surely striken death child new borne vrias wife sonnes ammon erst slaine cusay king vexed sore shal speed brings tidings child aliue spake dauids heart comforted dauids heart comforted murmure seruants king tidings cusay king cusay liues child dead child dead vrias wife dauid begat vrias wife saiest child dead ceaseth dauids shame fetch eat wine drinke water wash oyle cleere lookes bring downe shalmes cymbals pipes dauids harpe lute hand voice laud loueth israel sing praise shendeth dauids fame away sinne sight sent shame streets gath
49,2,clattering armes wrathfull st orms war thundred ouer rabbaes raced towers wreakefull ire great iehouaes arme people gates rend clothed cherubins fierie coats fight wicked hannons towne pay thankes men iuda king god syon ierusalem exhalted israel crowned dauid diademe beauteous bright tribes sunne attird glist ring robe comes dauncing orientall gate bride groome hurles gloomy aire radiant beames king dauid shew crownd honour enemies towne shining riches firmament starrie vault ouerhangs earth looketh dauid king israel ioab dauid mount throne heauen beautified hannons crowne sound trumpets shalm
49,3,iudgd dauid sayth lord god annointed king israel sau d tyranny saul maisters house gaue possesse wiues bosome iuda aud ierusalem w ithall ben small giuen wherefore gone far astray euill sinned sight vrias killed sword sword vncircumcised slaine wherefore day forth sword tane hethites wife wherefore behold saith iacobs god owne house stir euill face wiues neighbour possesse dauid day israel openly shame nathan lord sinned o sinned greeuously loe heauens throne dauid throw himselfe grone grouell gates hell fals downe dauid stand saith lord dauid king liue seene true repentant sorrow heart misdee
50,1,loue decreed chamber comfort looke ay till watch mantua liue till finde time blaze marriage reconcile friends beg pardon prince backe times ioy went forth lamentation commend lady bid bed heauy makes apt romeo comming o lord night heare learning lord lady bid sweete prepare chide heere ring bid hie growes late comfort reuiu d goodnight gone watch breake day d soiourne mantua time time euery hap chaunces heere hand late farewell goodnight ioy ioy calls griefe briefe farewell things falne ou vnluckily time moue daughter looke lou d tybalt dearely borne die late l downe night company bin bed hour
50,2,soueraigne lies countie paris romeo dead iuliet dead warme new kil d search seeke foule murder comes frier slaughter d rome s ypon fit open dead mens tombes o heauen o wife looke daughter bleedes dagger loe backe mountague daughters o death bell wa nes old age sepulcher mountague early sonne heire early downe alas liege wife dead night griefe sonnes exile breath woe age looke o vntaught manners father graue seale mouth outrage till cleare ambiguities head true generall woes lead euen death meane time forbeare patience bring forth parties able time place direfull murther heere impeach purge con
50,3,wife dagger mistooke loe backe emptie yong mountague sheathed daughters breast mountague early ne heir early downe dread souereigne wife dead night yong ben lto deceased mischiefe o hou vntaught manners presse father graue seale mouthes outrage seeke finde authors hainous seld seene mischaunce bring h parties suspition greatest able doo worthie prince heare truth informe things fell iu iet slaine married romeo fathers mothers grant nurse priuie marriage balefull day vnhappie marriage vvas tybalts doomesday romeo vvas banished mantua gone father sought foule constrain marrie paris soule lo thin
51,1,lord sweare twere y ou garments face omynous horror vaines strike sure pretends death misery aymes fatall pointed tragedy son horatio andrea slaine andrea slaine weapon clyng brest liue truest friend euer loued blest liues andrea slaine thought strang likenes forged wrought lords discry owner red melting body lord alcario duke medinas son mould brest alcario slaine beguild sword arme slaine bountifull kind lord rot drop ground strew galleries gobbits round names alcario slaine alcario o cursed couldst wrong sfoot twas fault lord brought noe word peace words pardon mum names andrea slaine o and
51,2,weare deserued best kindnes life death sure l imperias life endures horatios thankfull freend madame horatio slacke humbly serue faire bel imperia liking stand thereto e craue pardon seeke prince duke father gaue charge horatio leaue heere sollitude best fits cheereles mood auailes waile andreas death horatio proues second loue loued andria sit bel imperias thoughts loue finde harbour brest till reuenge death beloued second loue reuenge loue horatio andreas freend spight prince wrought end balthazar slew loue himselfe pleades fauour hands rigour iust disdaine reape long repentance murderous de
51,3,gratious complaine faire answere lyes remedy perfection t houghts attend aspect eyes finde beauties bowre translucent brest hart lodgde alas lord hut words course deuise driue place madame gloue thanks horatio paines signior horatio stoopt happie time reapt grace deseru d hop d lord dismaid past women oft humerous clouds ouerblow little winde scatt r meane deuise spend time delightfull sports reuelling king lords comming hither straight feast portingall embassadour things readines heere fits attend king welcome hither embassadour learne father countries health lord embassador spaine intreats p
52,1,forth quitted decree court purchas d letters commendation bene thing worthie bene author liu d forth owne writings bin ordain d death parted right pray envie friends office care paine collected d d abu d copies maimed deformed frauds iniurious expos d euen offer d view cur d perfect limbes numbers conceiued happie imitator nature gentle mind hand went thought vttered wee receiued blot papers prouince onely gather works reade hope diuers capacities finde draw hold wit lie hid reade againe againe danger leaue friends need guides neede leade readers t o draw enuy ample booke fame writings true me
52,2,forth quitted decree court purchas d letters commendation bene thing worthie bene author liu d forth owne writings bin ordain d death parted right pray envie friends office care paine collected d d abu d copies maimed deformed frauds iniurious expos d euen offer d view cur d perfect limbes numbers conceiued happie imitator nature gentle mind hand went thought vttered wee receiued blot papers prouince onely gather works reade hope diuers capacities finde draw hold wit lie hid reade againe againe danger leaue friends need guides neede leade readers t o draw enuy ample booke fame writings true me
52,3,forth quitted decree court purchas d letters commendation bene thing worthie bene author liu d forth owne writings bin ordain d death parted right pray envie friends office care paine collected d d abu d copies maimed deformed frauds iniurious expos d euen offer d view cur d perfect limbes numbers conceiued happie imitator nature gentle mind hand went thought vttered wee receiued blot papers prouince onely gather works reade hope diuers capacities finde draw hold wit lie hid reade againe againe danger leaue friends need guides neede leade readers t o draw enuy ample booke fame writings true me
53,1,nerina forme love dwells attended graces range order bout comely face hills regard honor pure thought harbor t o tempt lovers loue compare loue intemperance love thing greater loves cold hot endure meane twixt approve meane love talke flame caught beauteous flame nerina hand dorinda dare encounter s draw watch gos dorinda day chance lodg d deere woods gods love left thoughts free love warrant angry god fury forces love d dorinda swaine rurall god favors vaine sweet heart wonder comely grace flatter love fitter lov d scorne does men love love agen
53,2,daughter hither kindly gift daphnis leave longer farewell old health daphnis worthy whereof love belov d againe content nerina love loves content shepheard oft trouble words love oft dorinda leave trouble love love offer d love offer d body love body love o cruell words peirce heart o cruell words peirce heart helpe lead love obtaine helpe leade love obtaine injures cruell marble heart injures cruell marble heart daphnis hardnes heart crueltie daphnis thing replie words malicious eccho pray leave trouble faire nymph pretend receive offer s heart gentle daphnis o importunitie heart d loves daph
53,3,obey thought dead martyr beautie shed poore teare untimely grave hylas unfortunate love lov d againe w ould farewell nymph alive leave prithee recall d hopes fed o thing nature coy woman great foole leave rule alas hylas beloved d cruell nerina thoughts cruell law nature writ heart taught love hylas obey father love love duty love obedient linkt love love libertie nature duty free exit nerina teares praiers heart gifts ranke deeme unworthy virgins love rough bred mannage fathers left unskild hid loues onely way gaine father knowes gives daughters eies blinded gifts deformities catch alcon age 
54,1,blinde affection whi ch ne aduance truth gropes vrgeth chance crafty malice pretend ruine d infamous baud whore matron hurt proofe aboue ill fortune need begin soule age delight wonder stage lodge chaucer bid beaumont lye little roome moniment tombe aliue booke liue wits read mixe braine meane great d thought iudgement yeeres commit peeres farre lily kid marlowes mighty line latine greeke honour names forth thund ring euripides sophocles paccuuius accius cordoua dead life againe heare buskin tread stage sockes leaue greece haughtie rome forth triumph britaine scenes europe homage age time prim
54,2,blinde affection whi ch ne aduance truth gropes vrgeth chance crafty malice pretend ruine d infamous baud whore matron hurt proofe aboue ill fortune need begin soule age delight wonder stage lodge chaucer bid beaumont lye little roome moniment tombe aliue booke liue wits read mixe braine meane great d thought iudgement yeeres commit peeres farre lily kid marlowes mighty line latine greeke honour names forth thund ring euripides sophocles paccuuius accius cordoua dead life againe heare buskin tread stage sockes leaue greece haughtie rome forth triumph britaine scenes europe homage age time prim
54,3,blinde affection whi ch ne aduance truth gropes vrgeth chance crafty malice pretend ruine d infamous baud whore matron hurt proofe aboue ill fortune need begin soule age delight wonder stage lodge chaucer bid beaumont lye little roome moniment tombe aliue booke liue wits read mixe braine meane great d thought iudgement yeeres commit peeres farre lily kid marlowes mighty line latine greeke honour names forth thund ring euripides sophocles paccuuius accius cordoua dead life againe heare buskin tread stage sockes leaue greece haughtie rome forth triumph britaine scenes europe homage age time prim
55,1,antiquated lye wer e natures family nature gentle enioy poets matter nature write liuing line heat anuile turne thinkes frame lawrell gaine poet s borne wert looke fathers face liues euen race minde manners brightly torned true filed lines lance t eyes ignorance sweet swan auon waters appeare flights bankes thames eliza iames aduanc d shine forth starre poets rage influence chide cheere drooping stage flight fro mourn d night day volumes light t hands clapt wring britaines braue dayes dayes dainty playes globe heau n earth ring dry veine dry d spring turn d teares phoebus clouds rayes corp s c
55,2,antiquated lye wer e natures family nature gentle enioy poets matter nature write liuing line heat anuile turne thinkes frame lawrell gaine poet s borne wert looke fathers face liues euen race minde manners brightly torned true filed lines lance t eyes ignorance sweet swan auon waters appeare flights bankes thames eliza iames aduanc d shine forth starre poets rage influence chide cheere drooping stage flight fro mourn d night day volumes light t hands clapt wring britaines braue dayes dayes dainty playes globe heau n earth ring dry veine dry d spring turn d teares phoebus clouds rayes corp s c
55,3,antiquated lye wer e natures family nature gentle enioy poets matter nature write liuing line heat anuile turne thinkes frame lawrell gaine poet s borne wert looke fathers face liues euen race minde manners brightly torned true filed lines lance t eyes ignorance sweet swan auon waters appeare flights bankes thames eliza iames aduanc d shine forth starre poets rage influence chide cheere drooping stage flight fro mourn d night day volumes light t hands clapt wring britaines braue dayes dayes dainty playes globe heau n earth ring dry veine dry d spring turn d teares phoebus clouds rayes corp s c
56,1,fouler fortune mi ne end hollidam comes katerina wife conferring parler fetch hither denie swinge forth husbands away bring hither wonder talke wonder wonder boads marrie peace boads loue quiet life awfull rule right s happie faire befall petruchio wager won adde twentie crownes dowrie daughter chang d bin win wager better obedience new built vertue obedience comes brings froward wiues womanlie katerine cap bable throw vnderfoote lord till brought fie dutie dutie dutie faire bianca fiue crownes time foole laying dutie katherine charge head women dutie lords bands mocking telling begin begin fi
56,2,bonie kate wench aliue diuel dares venter woo signior daughter crownes win wife woo skoulding hold hir toot till wearie yeeld graunt loue aurelius knew mindes doo meane faith doo father bring hir hither talke al heartes aurelius gone leaue heere ho signiour signiour ferando welcome hartilie harke looke performe daughters loue talkt word hir doo hand marriage daie doo married faine nuptiall rites performde tame hir foorth hir kate hither wench gentleman friendlie twentie morrowes louely kate alreadie kate lou deuill doo mind kate wed bed marrie bonnie kate euer long hands place commandments fac
56,3,f ouler fortune end hollidam comes katerina wife conferring parler fetch hither denie swinge foundly forth husbands away bring hither wonder talke wonder wonder boads marrie peace boads loue quiet life awfull rule right s happie faire befall petruchio wager won adde twentie crownes dowrie daughter chang d bin win wager better obedience new built vertue obedience comes brings froward wiues womanlie katerine cap bable throw vnder foote lord till brought fie dutie dutie dutie faire bianca fiue crownes time foole laying dutie katherine charge head women dutie lords husbands mocking telling begin b
57,1,sym glouer gramercy cham meetlye sped thart e en felow euer kyste cowe dede y e masse ich tom tankard great bald cortal notbreake spyed neede straight hard hays lent naull set yd forward gammers neele lyenge feyud te chill oore againe meete chould shyfte inough chad candels e chee e hole breeche chil amende hodge mayst glade cha newes ich knowe ais neele ich trust soone does hard gammer deede doest iest tys true steele hodge dydst leese ich tooke gods mother dere true farwel naule thong hais gammer chould faine disclosed false fixen dame chat counts honest tolde diccon bedlam saw diccon vengea
57,2,shalbe anone els docke gammer shal tary hy commynge deuill w plucke hart leue al glo mi g stronger ich brest dronke ow time cam cham sure lost y e beginni g ich doubt shewill small bost winning ga mer ga mer gib cat cha afraid ayleth standes gasping doore winde faileth ich doubt gib shuld mean y t dote hold hether ichould pound neele throte grope ich thinkes ich feele does pricke hand ich feele ich thars land muryner cat gyb betwixt tems tyne shase wyt head chaue faith shase eaten thing easely downe gat home abrode towne iche alas ich feare croked pyn farewell gyb vndone lost al saue skyn tyb 
57,3,gogs hart false villaine dost bite hodge hurt euer h e begin thrust buttocke bodkin pin saie gammer gammer hodge gods ma t gammer gurton mad ich trow deuil gammer deuil sonne god blesse chould iche hanged gammer mary dresse masse gammer neele hodge neele gammer neele fie dost dodge cha ound neele gammer hand al loues earth hodge gammer hodge ich tarie swee e hodge truth begile cham sure ich warrant goes stray hodge faire stil na neare ight gammer wel faith lucke chwas vndone twas far buttocke min owne deare neele hodge sykerly wot cham sonne gammer cham christs blessing light euer ich knew ich
58,1,pamphilus woords knew doo da uus craftie drift olde comes pamphilus eth place great vnlikelyhood marriage time carinus young athens exceedingly enamoured philumena heareing furthwith married pamphilus prayed gods tendred mar riage dayes longer pamphilus wonderfully loue glycerie quite cleane ryddance mar riage pretended carinus accordingly ende dauus pamphilus father willing ment ho ping minde simo withall continue loue familiaritie gly cerie hauing world chremes euer induced match daughter philume na pamphilus whome reiected lawe pamphilus folowing dauus notably ouertaken thought simo preuail
58,2,e thing helpe matter doo hinde red benefite default chremes heareth glycerie childe pam philus withall free borne woman athens meanes quite drawen marriage n ow things readines daughters marriage againe faith childe woman lay childe lookes af ter dauus fellow gon alack wo poore wench fellow gon waies left dauus comes long lord heauen hurleburley yonder market people corne high price wot world pray leaue tale childe brought hether wits body els chremes loof talke betweene dauus pon talke oftimes vtte reth marueil ahlas way hither right hand hard eares word childe aloud wonder doubt hoore play p
58,3,ere long childe brought laid doore tel hand certainly follow craft dauus euil opinion cleane minde heard true things mo coniecture doo euen queane declared childe pam philus moreouer preparation home wedding maid midwife withall bring childe childe owne eies hinder marriage matter pamphilus els withdrawen harlots certeynly loued woman rous wife matter lone withall forward marriage doo hope god meanes chremes simo meeting fained marriage marriage g od neighbour chremes o onely com wel bin heard daughter day marryed matter dote heare word twoo require
59,1,nee l l vvith kind religious bin height care vvho worthy h h perfection craue abilities lords owne powers country hands reach foorth milke creame fruites nations heard gummes obtai ned leauened cake vvas fault approch gods meanes things precious dedicated temples humbly h h remaines delight euer l l reputation faults committed payre carefull gratitude liuing dead f rom able number d weighd fate bookes depends capacities heads publique priuiledges wee read buy commend booke stationer odde braines licence iudge pen orth worth fiue lings worth time higher rates wel euer buy driue trade iacke wit 
59,2,nee l l vvith kind religious bin height care vvho worthy h h perfection craue abilities lords owne powers country hands reach foorth milke creame fruites nations heard gummes obtai ned leauened cake vvas fault approch gods meanes things precious dedicated temples humbly h h remaines delight euer l l reputation faults committed payre carefull gratitude liuing dead f rom able number d weighd fate bookes depends capacities heads publique priuiledges wee read buy commend booke stationer odde braines licence iudge pen orth worth fiue lings worth time higher rates wel euer buy driue trade iacke wit 
59,3,nee l l vvith kind religious bin height care vvho worthy h h perfection craue abilities lords owne powers country hands reach foorth milke creame fruites nations heard gummes obtai ned leauened cake vvas fault approch gods meanes things precious dedicated temples humbly h h remaines delight euer l l reputation faults committed payre carefull gratitude liuing dead f rom able number d weighd fate bookes depends capacities heads publique priuiledges wee read buy commend booke stationer odde braines licence iudge pen orth worth fiue lings worth time higher rates wel euer buy driue trade iacke wit 
60,1,figure gentle cut grauer nature doo life o drawne wit hit face print vvas euer vvrit reader looke picture booke m r william shakespeares comedies histories tragedies according true originall copies london printed iaggard ed blount w thankful particular fauors receiued l l falne ill fortune mingle things feare enterprize feare valew places h h dignity greater reading trifles vvhile trifles depriu d defence dedication l l beene pleas d trifles thing heereto fore authour liuing vvith fauour hope liuing hauing fate common exequutor owne wri tings indulgence parent great difference vvhether booke p
60,2,figure gentle cut grauer nature doo life o drawne wit hit face print vvas euer vvrit reader looke picture booke m r william shakespeares comedies histories tragedies according true originall copies london printed iaggard ed blount w thankful particular fauors receiued l l falne ill fortune mingle things feare enterprize feare valew places h h dignity greater reading trifles vvhile trifles depriu d defence dedication l l beene pleas d trifles thing heereto fore authour liuing vvith fauour hope liuing hauing fate common exequutor owne wri tings indulgence parent great difference vvhether booke p
60,3,figure gentle cut grauer nature doo life o drawne wit hit face print vvas euer vvrit reader looke picture booke m r william shakespeares comedies histories tragedies according true originall copies london printed iaggard ed blount w thankful particular fauors receiued l l falne ill fortune mingle things feare enterprize feare valew places h h dignity greater reading trifles vvhile trifles depriu d defence dedication l l beene pleas d trifles thing heereto fore authour liuing vvith fauour hope liuing hauing fate common exequutor owne wri tings indulgence parent great difference vvhether booke p
61,1,seeing knightly cyrus mercifull e hands letters faine peace draw legions bearing antiochus deliuerie murther highly honour cyrus vildlie antiochus letters king free libertie campe conduit monie attend virgin gobrias leades daughter mightie cyrus child commit patronage princely virgin welcom campe hang downe head pale lookes burie beauties pride t pitie lookes teares euen doue late rifeled eagle tainted forked talents poore alexandra terrified dead cyrus rings o poore libanio faire madame o antiochus bloodie king heard father grace men armes onely libanio liue hold bondman birth needes weedes w
